0.734, 0.766, 1, -4.485, 1, 0.0383, 0.00138, 0.108, 0.6, 127.986, 215227, 4, 54
0.501, 0.648, 9, -7.173, 1, 0.0696, 1.26e-05, 0.153, 0.191, 163.834, 225200, 4, 65
0.775, 0.823, 1, -6.091, 1, 0.271, 0, 0.144, 0.273, 130.041, 188013, 4, 77
0.778, 0.547, 2, -7.273, 1, 0.0489, 0.000302, 0.132, 0.441, 95.002, 242733, 4, 78
0.579, 0.904, 5, -2.729, 1, 0.0618, 0, 0.064, 0.681, 82.014, 190947, 4, 95
0.716, 0.821, 5, -3.435, 0, 0.0314, 0, 0.0844, 0.618, 92.997, 219547, 4, 72
0.731, 0.794, 0, -5.126, 0, 0.0522, 2.59e-05, 0.112, 0.356, 139.994, 220454, 4, 81
0.652, 0.713, 8, -5.311, 1, 0.0368, 1.02e-05, 0.144, 0.152, 100.023, 205947, 4, 83
0.735, 0.451, 0, -8.374, 1, 0.0585, 1.3e-05, 0.325, 0.0862, 117.973, 245200, 4, 79
0.773, 0.819, 0, -5.946, 0, 0.118, 0, 0.0679, 0.585, 92.99, 269187, 4, 71
0.643, 0.541, 2, -5.801, 1, 0.0426, 0, 0.102, 0.165, 119.501, 311197, 4, 69
0.687, 0.792, 5, -2.749, 1, 0.0452, 0, 0.167, 0.671, 100.015, 214290, 4, 97
0.573, 0.739, 0, -5.74, 1, 0.129, 0, 0.111, 0.451, 97.085, 230227, 4, 76
0.72, 0.727, 5, -3.882, 1, 0.0489, 0, 0.138, 0.481, 99.994, 223190, 4, 69
0.61, 0.803, 1, -4.523, 1, 0.035, 2.92e-05, 0.0386, 0.438, 89.997, 191027, 4, 26
0.435, 0.155, 1, -8.948, 1, 0.046, 0, 0.107, 0.0935, 128.532, 287693, 3, 81
0.605, 0.77, 5, -3.645, 0, 0.0446, 0, 0.159, 0.298, 130.037, 225915, 4, 71
0.732, 0.75, 11, -6.366, 0, 0.231, 0, 0.109, 0.401, 155.096, 182707, 4, 87
0.664, 0.705, 1, -4.972, 0, 0.0382, 0, 0.118, 0.477, 122.016, 257267, 4, 80
0.794, 0.632, 0, -6.163, 1, 0.0649, 0, 0.128, 0.355, 145.926, 291893, 4, 78
0.606, 0.887, 9, -4.782, 0, 0.052, 3.47e-06, 0.0958, 0.349, 97.972, 191787, 4, 67
0.667, 0.614, 10, -4.995, 1, 0.0314, 0, 0.111, 0.161, 113.979, 214533, 4, 67
0.583, 0.732, 11, -5.728, 0, 0.0457, 9.86e-06, 0.269, 0.276, 145.992, 213428, 4, 80
0.711, 0.508, 7, -7.299, 1, 0.0494, 0, 0.141, 0.665, 98.098, 217800, 4, 72
0.736, 0.795, 1, -3.299, 0, 0.0545, 1.21e-06, 0.254, 0.511, 104.066, 230813, 4, 71
0.599, 0.396, 10, -10.489, 0, 0.0392, 2.19e-05, 0.102, 0.134, 111.072, 246327, 4, 70
0.867, 0.545, 2, -5.192, 1, 0.0625, 0.000289, 0.0505, 0.525, 139.943, 162586, 4, 73
0.607, 0.718, 4, -4.095, 1, 0.0978, 0, 0.403, 0.551, 101.821, 213307, 4, 39
0.843, 0.359, 0, -7.417, 1, 0.461, 0, 0.12, 0.156, 81.987, 163944, 4, 75
0.69, 0.784, 1, -4.653, 1, 0.032, 0, 0.203, 0.669, 106.066, 194408, 4, 86
0.774, 0.838, 5, -3.914, 0, 0.114, 0.025, 0.242, 0.924, 143.04, 198800, 4, 80
0.576, 0.39, 10, -7.202, 1, 0.0297, 0, 0.111, 0.319, 73.433, 230267, 4, 77
0.461, 0.812, 10, -5.776, 0, 0.241, 0.000375, 0.21, 0.72, 159.869, 193902, 4, 55
0.426, 0.722, 5, -5.369, 0, 0.196, 1.27e-06, 0.262, 0.25, 196.133, 247267, 4, 74
0.414, 0.807, 10, -4.12, 0, 0.348, 0, 0.822, 0.409, 175.158, 191901, 4, 59
0.537, 0.777, 7, -4.829, 0, 0.0473, 6.12e-05, 0.0838, 0.427, 124.943, 255093, 4, 79
0.421, 0.873, 10, -4.343, 1, 0.0565, 0, 0.123, 0.63, 84.803, 202533, 4, 80
0.774, 0.739, 0, -4.022, 1, 0.0952, 5.95e-06, 0.119, 0.823, 126.002, 246240, 4, 50
0.459, 0.741, 4, -6.43, 0, 0.0495, 0, 0.481, 0.344, 189.879, 231013, 4, 46
0.619, 0.539, 1, -5.688, 0, 0.0409, 0, 0.106, 0.39, 112.006, 206400, 4, 65
0.614, 0.938, 11, -4.461, 1, 0.0611, 0, 0.368, 0.607, 100.058, 224674, 4, 70
0.485, 0.91, 9, -2.096, 1, 0.0977, 0, 0.138, 0.649, 124.18, 205027, 4, 61
